Organization ID,Organization Name,Reg Form,Signatory,T&C,Org Type,Callink Page,OASIS RSO Designation,OASIS Center Advisor 
91736,TrueLement,Approved,4,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/truelement,LEAD Center Category: Performing Arts RSO,Luly Sbeta at wsbeta@berkeley.edu
91563,Turkish Student Association at Berkeley,Approved,4,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/turkishstudentassociation,LEAD Center Category: Cultural & Identity/International RSO,Melissa Landeros at melissalanderos@berkeley.edu
286981,Turning Point USA at Berkeley,Approved,4,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/TurningPointUSAatBerkeley,LEAD Center Category: Political & Advocacy RSO,Millicent Morris-Chaney at millicen@berkeley.edu
165242,TurnOut,Not Started,0,In Progress,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/turnout,LEAD Center Category: LGBTQ+ RSO,Vic Sanchez atvictor.sanchez@berkeley.edu
378442,Two Hands,Approved,4,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/TwoHands,LEAD Center Category: Recreational RSO,Millicent Morris-Chaney at millicen@berkeley.edu
45899,Tzu Chi Compassion Relief Foundation,Approved,4,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/tzuchicompassionrelieffoundation,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
46089,UC Berkeley Model United Nations,Approved,7,Yes,Sponsored Student Organizations,https://callink.berkeley.edu/actioncenter/organization/ucbmun,OASIS Center Sponsored Student Organization,Emily Enriquez at emilyenriquez@berkeley.edu
74444,UC Haiti Initiative at Berkeley,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/uchi,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
46090,UC Jazz Ensemble,Approved,4,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/ucjazz,LEAD Center Category: Performing Arts RSO,Luly Sbeta at wsbeta@berkeley.edu
46091,UC Rally Committee,Approved,6,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/ucrc,LEAD Center Category: Recreational RSO,Millicent Morris-Chaney at millicen@berkeley.edu
361230,Ukrainian Club of Berkeley,Approved,6,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/ukrainianclubofberkeley,LEAD Center Category: Graduate Student RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
81808,Unbounded Representation,Approved,4,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/URep,LEAD Center Category: Graduate Student RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
377898,Unbox'd,Denied,4,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/unboxd,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
135681,Unconscious Bias Project at Berkeley,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/unconsciousbiasprojectatberkeley,LEAD Center Category: Cultural & Identity/Cultural & Ethnic RSO,Melissa Landeros at melissalanderos@berkeley.edu
138406,Undergraduate Association for Romance Languages and Literatures at Berkeley,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/UARLLB,OASIS Center Category: Academic RSO,Jon Rey at jonrey@berkeley.edu
135187,Undergraduate Astronomy Society - Berkeley,Approved,7,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/UAS,OASIS Center Category: Academic RSO,Jon Rey at jonrey@berkeley.edu
91352,Undergraduate Biology Journal Club,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/undergraduatebiologyjournalclub,OASIS Center Category: Academic RSO,Jon Rey at jonrey@berkeley.edu
91246,Undergraduate Biotech Association,Approved,4,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/biotechassociation,LEAD Center Category: Professional RSO,Jon Rey at jonrey@berkeley.edu
334370,Undergraduate Business Group,Approved,4,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/berkeleyubg,LEAD Center Category: Professional RSO,Jon Rey at jonrey@berkeley.edu
60059,Undergraduate Chemical Society,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/ucs,OASIS Center Category: Academic RSO,Jon Rey at jonrey@berkeley.edu
91353,Undergraduate Communications Association,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/uca,OASIS Center Category: Academic RSO,Jon Rey at jonrey@berkeley.edu
115779,Undergraduate Composers Club,Approved,4,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/ugcomposers,LEAD Center Category: Performing Arts RSO,Luly Sbeta at wsbeta@berkeley.edu
91767,Undergraduate Digital Humanities Association,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/budha,OASIS Center Category: Academic RSO,Jon Rey at jonrey@berkeley.edu
46093,Undergraduate Economics Association,Approved,5,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/uea,OASIS Center Category: Academic RSO,Jon Rey at jonrey@berkeley.edu
46094,Undergraduate Finance Association|Undergraduate Management Consulting Group,Approved,5,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/ufa_umcg,LEAD Center Category: Professional RSO,Jon Rey at jonrey@berkeley.edu
91557,Undergraduate Group for Theoretical Computing,Not Started,1,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/ugtcs,LEAD Center Category: Engineering/Computer Science RSO,Jon Rey at jonrey@berkeley.edu
46639,Undergraduate Healthcare Alliance,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/undergraduatehealthcarealliance,LEAD Center Category: Professional RSO,Jon Rey at jonrey@berkeley.edu
115695,Undergraduate Journal of Classics at Berkeley,Not Started,0,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/bujc,LEAD Center Category: Media & Publications RSO,Melissa Landeros at melissalanderos@berkeley.edu
46159,Undergraduate Journal of Psychology at Berkeley,Inprogress,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/ujpb,LEAD Center Category: Media & Publications RSO,Melissa Landeros at melissalanderos@berkeley.edu
158422,Undergraduate Laboratory at Berkeley (ULAB),Approved,5,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/ULAB,OASIS Center Category: Academic RSO,Jon Rey at jonrey@berkeley.edu
378617,Undergraduate Law Review at Berkeley,Approved,6,Yes,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/UndergraduateLawReviewatBerkeley,LEAD Center Category: Media & Publications RSO,Melissa Landeros at melissalanderos@berkeley.edu
59032,Undergraduate Legal Honors Society (Formerly Law in Practice at Berkeley),Approved,4,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/UndergraduateLegalHonorsSociety,LEAD Center Category: Professional RSO,Jon Rey at jonrey@berkeley.edu
46095,Undergraduate Marketing Association,Approved,5,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/undergraduatemarketingassociation,LEAD Center Category: Professional RSO,Jon Rey at jonrey@berkeley.edu
301958,Undergraduate Moot Court Team,Approved,5,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/mootcourt,LEAD Center Category: Professional RSO,Jon Rey at jonrey@berkeley.edu
219406,Undergraduate Political Consulting at Berkeley,Not Started,0,In Progress,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/undergradpoliticalconsulting,LEAD Center Category: Political & Advocacy RSO,Millicent Morris-Chaney at millicen@berkeley.edu
46097,Undergraduate Political Science Association,Approved,4,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/UPSA,OASIS Center Category: Academic RSO,Jon Rey at jonrey@berkeley.edu
377196,Undergraduate Private Equity Club at Berkeley,Not Started,0,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/UndergraduatePrivateEquityClubatBerkeley,LEAD Center Category: Professional RSO,Jon Rey at jonrey@berkeley.edu
46693,Undergraduate Public Policy Association,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/publicpolicyassociation,OASIS Center Category: Academic RSO,Jon Rey at jonrey@berkeley.edu
46098,Undergraduate Real Estate Club,Approved,2,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/urec,LEAD Center Category: Professional RSO,Jon Rey at jonrey@berkeley.edu
46100,Undergraduate Scientists Association at Berkeley,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/undergraduatescientistsassociationatberkeley,OASIS Center Category: Academic RSO,Jon Rey at jonrey@berkeley.edu
45895,Undergraduate Sociology Association at Berkeley,Inprogress,0,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/berkeleyundergraduatesociologyassociation,OASIS Center Category: Academic RSO,Jon Rey at jonrey@berkeley.edu
221131,Undergraduate Street Medicine Outreach,Approved,5,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/UndergraduateStreetMedOutreach,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
158361,Undergraduate Student Council of the College of Environmental Design,Approved,4,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/ugsc-ced,OASIS Center Category: Academic RSO,Jon Rey at jonrey@berkeley.edu
46549,Undergraduate Vision Scientist Association,Not Started,0,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/uvsa,LEAD Center Category: Professional RSO,Jon Rey at jonrey@berkeley.edu
145707,Undergraduate Women in Economics at Berkeley,Approved,4,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/uweb,LEAD Center Category: Cultural & Identity/Women Interest RSO,Melissa Landeros at melissalanderos@berkeley.edu
91357,Undergraduates of Chemistry,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/undergraduatesofchemistry,OASIS Center Category: Academic RSO,Jon Rey at jonrey@berkeley.edu
92048,Underground Scholars Initiative,Denied,5,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/USI,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
219691,Underrepresented Minorities in Economics (Formerly Students of Color in Economics),Not Started,1,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/studentsofcolorineconomics,OASIS Center Category: Academic RSO,Jon Rey at jonrey@berkeley.edu
85698,Underrepresented People in Computing at Berkeley,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/underrepresentedpeopleincomputing,LEAD Center Category: Cultural & Identity/Cultural & Ethnic RSO,Melissa Landeros at melissalanderos@berkeley.edu
156531,Underwater Robotics at Berkeley,Approved,4,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/urobotics,LEAD Center Category: Engineering/Computer Science RSO,Jon Rey at jonrey@berkeley.edu
378994,UndocuStudents at Berkeley Law,Approved,4,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/UndocuStudentsatBerkeleyLaw,LEAD Center Category: Graduate Student RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
46020,UNICEF at Berkeley,Approved,2,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/unicef,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
46101,Unicycle Basketball Club,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/unicyclebasketballclub,LEAD Center Category: Recreational RSO,Millicent Morris-Chaney at millicen@berkeley.edu
304229,Unicycling at Berkeley,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/unicyclingatberkeley,LEAD Center Category: Recreational RSO,Millicent Morris-Chaney at millicen@berkeley.edu
91468,Unidad en Educacin,Approved,6,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/unidadeneducacion,LEAD Center Category: Professional RSO,Jon Rey at jonrey@berkeley.edu
46102,Union Salvadorena de Estudiantes Universitarios,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/unionsalvadorenadeestudiantesuniversitarios,LEAD Center Category: Cultural & Identity/International RSO,Melissa Landeros at melissalanderos@berkeley.edu
91625,Unite For Sight at Berkeley,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/uniteforsight,LEAD Center Category: Health & Wellness RSO (moving to various),Millicent Morris-Chaney at millicen@berkeley.edu
351686,United For Health at Berkeley,Approved,6,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/unitedforhealthberkeley,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
302472,United Geographers Society of Berkeley,Approved,4,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/bugs,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
91855,United Nations Association of Berkeley,Approved,7,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/UNAB,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
140864,United Nations Refugee Agency at Cal - Need to change their name (remove Cal from the name),Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/unrac,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
91821,United Scientists of Berkeley,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/United_Scientists_of_Berkeley,LEAD Center Category: Political & Advocacy RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
91499,United States Green Building Council at Berkeley,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/usgbc,LEAD Center Category: Environmental & Sustainability RSO,Melissa Landeros at melissalanderos@berkeley.edu
92130,Unity in Christ,Approved,4,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/unityinchrist,LEAD Center Category: Spiritual RSO,Luly Sbeta at wsbeta@berkeley.edu
289671,Unity In Diversity,Not Started,0,In Progress,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/UnityInDiversity,LEAD Center Category: Cultural & Identity/Cultural & Ethnic RSO,Melissa Landeros at melissalanderos@berkeley.edu
91538,UNITY Resource Center,Approved,4,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/unityresourcecenter,LEAD Center Category: LGBTQ+ RSO,Vic Sanchez atvictor.sanchez@berkeley.edu
377388,Universal Business League,Not Started,0,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/UniversalBusinessLeague,LEAD Center Category: Professional RSO,Jon Rey at jonrey@berkeley.edu
46636,Universal Love and Peace,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/justeq,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
115762,Universities Allied for Essential Medicines,Inprogress,1,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/caluaem,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
91400,University Catholic Conference of California,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/catholicconference,LEAD Center Category: Spiritual RSO,Luly Sbeta at wsbeta@berkeley.edu
378150,University Housing Rights Organization,Approved,5,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/UniHousingRights,LEAD Center Category: Political & Advocacy RSO,Millicent Morris-Chaney at millicen@berkeley.edu
92131,University Lutheran Chapel Campus Ministry,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/universitylutheranchapelcampusministry,LEAD Center Category: Spiritual RSO,Luly Sbeta at wsbeta@berkeley.edu
302877,University of California Berkeley Mycology Club,Approved,4,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/mycologyclubatberkeley,LEAD Center Category: Environmental & Sustainability RSO,Melissa Landeros at melissalanderos@berkeley.edu
137564,Unmanned Aerial Vehicles at Berkeley,Approved,5,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/uavsatberkeley,LEAD Center Category: Engineering/Computer Science RSO,Jon Rey at jonrey@berkeley.edu
385103,Unwind,Approved,4,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/unwind,LEAD Center Category: Arts RSO,Luly Sbeta at wsbeta@berkeley.edu
351684,UpInnovate at Berkeley,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/upinnovateatberkeley,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
91217,Upper Room,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/upperroom,LEAD Center Category: Spiritual RSO,Luly Sbeta at wsbeta@berkeley.edu
378398,UPQUARK- Undergraduate Physical Chemistry and Quantum Materials Advanced Research Literature Knowledge Seekers,Not Started,0,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/UPQUARK,OASIS Center Category: Academic RSO,Jon Rey at jonrey@berkeley.edu
60904,Upsilon Pi Epsilon,Not Started,0,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/upe,LEAD Center Category: Engineering/Computer Science RSO,Jon Rey at jonrey@berkeley.edu
157460,UpSync,Approved,3,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/upsync,LEAD Center Category: Professional RSO,Jon Rey at jonrey@berkeley.edu
127690,Urban Scholars at Berkeley,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/urbanscholarsatberkeley,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
368344,UrbanKiz at Berkeley,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/urbankiz,LEAD Center Category: Graduate Student RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
290300,UrsaTech,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/ursatech,LEAD Center Category: Engineering/Computer Science RSO,Melissa Landeros at melissalanderos@berkeley.edu
368595,UWC at Berkeley,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/uwcatberkeley,LEAD Center Category: Cultural & Identity/International RSO,Melissa Landeros at melissalanderos@berkeley.edu
358436,UX @ Berkeley,Approved,4,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/uxatberkeley,LEAD Center Category: Professional RSO,Jon Rey at jonrey@berkeley.edu
46422,Vagabond Multilingual Journal,Approved,5,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/vagabond,LEAD Center Category: Media & Publications RSO,Melissa Landeros at melissalanderos@berkeley.edu
146417,Valley Consulting Group,Approved,6,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/valleyconsultinggroup,LEAD Center Category: Professional RSO,Jon Rey at jonrey@berkeley.edu
368606,Valorant at Berkeley,Approved,4,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/valorantatberkeley,LEAD Center Category: Recreational RSO,Millicent Morris-Chaney at millicen@berkeley.edu
361216,Valve at Berkeley,Not Started,1,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/valve,LEAD Center Category: Recreational RSO,
332981,"Vanguard at Berkeley, The",Not Started,0,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/vanguard,LEAD Center Category: Media & Publications RSO,Melissa Landeros at melissalanderos@berkeley.edu
125068,Vayuna,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/vayuna,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
164112,Vector Advising,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/vectoradvising,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
369005,Vegan Cuisine at Berkeley,Not Started,0,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/vegancuisine,LEAD Center Category: Recreational RSO,Millicent Morris-Chaney at millicen@berkeley.edu
46416,Vegan Legal Tastiness,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/gaveganlegaltastiness,LEAD Center Category: Graduate Student RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
116172,Venture Capital at Berkeley,Not Started,0,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/BVC,LEAD Center Category: Professional RSO,Jon Rey at jonrey@berkeley.edu
91880,Venture Capital Research Group of Berkeley,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/venturecapitalresearchgroup,LEAD Center Category: Professional RSO,Jon Rey at jonrey@berkeley.edu
342062,Venture Free Foundation at Berkeley,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/venturefree,LEAD Center Category: Environmental & Sustainability RSO,Melissa Landeros at melissalanderos@berkeley.edu
91857,Venture Strategy Solutions Consulting,Approved,6,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/Venture,LEAD Center Category: Professional RSO,Jon Rey at jonrey@berkeley.edu
46648,Veritas Graduate Christian Fellowship,Approved,4,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/veritasfellowship,LEAD Center Category: Graduate Student RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
360313,Vertical Farming at Berkeley,Approved,5,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/verticalfarmingatberkeley,LEAD Center Category: Environmental & Sustainability RSO,Sharon Daraphonhdeth atsdara@berkeley.edu
375789,Vertical Takeoff or Landing at Berkeley,Approved,5,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/VTOL,LEAD Center Category: Engineering/Computer Science RSO,Jon Rey at jonrey@berkeley.edu
46337,Very Social Policy,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/gaverysocialpolicy,LEAD Center Category: Recreational RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
165995,Veteran Business Society at Berkeley,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/VeteranBusinessSociety,LEAD Center Category: Professional RSO,Jon Rey at jonrey@berkeley.edu
221072,Vex U Robotics at Berkeley,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/VexUBerkeley,LEAD Center Category: Engineering/Computer Science RSO,Melissa Landeros at melissalanderos@berkeley.edu
164468,Victoria's Secret PINK,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/vspink,LEAD Center Category: Arts RSO,Luly Sbeta at wsbeta@berkeley.edu
165138,VIDA Medical Volunteer,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/vidamed,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
80604,Vietnamese American Law Society,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/vals,LEAD Center Category: Graduate Student RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
378173,Vietnamese Culture and Language,Not Started,0,In Progress,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/VietnameseCultureandLanguage,LEAD Center Category: Cultural & Identity/Cultural & Ethnic RSO,Melissa Landeros at melissalanderos@berkeley.edu
46104,Vietnamese Student Association,Approved,9,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/calvsa,LEAD Center Category: Cultural & Identity/International RSO,Melissa Landeros at melissalanderos@berkeley.edu
58744,Vision Development Club of Berkeley,Approved,6,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/gavdc,LEAD Center Category: Graduate Student RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
46550,Vision Science Club,Approved,4,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/gavisionscienceclub,LEAD Center Category: Graduate Student RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
85779,VISION,Approved,6,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/vision,LEAD Center Category: Cultural & Identity/International RSO,Melissa Landeros at melissalanderos@berkeley.edu
81810,Visionary Entertainment,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/visionaryentertainment,LEAD Center Category: Recreational RSO,Millicent Morris-Chaney at millicen@berkeley.edu
92132,Visiting Scholars Ministry,Approved,5,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/vsm,LEAD Center Category: Graduate Student RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
165923,"Visual Development, Illustration, and Storytelling Arts at Berkeley",Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/visarts,LEAD Center Category: Arts RSO,Luly Sbeta at wsbeta@berkeley.edu
